consumer_name;city;region;state;store;purchase_id;purchase_date;product_category;product_name;brand;size;color;quantity;unit_price;total_amount;payment_method;loyalty_member;salesperson
Angela Meyer;Scottberg;Northeast;RI;Golf Galaxy;TX09468;13/1/2025;Shorts;Original Penguin Shorts;Original Penguin;XL;Gray;3;56.73;170.19;PayPal;No;Jacob Guerrero
Allison Moreno;Clarkhaven;Midwest;MI;Golf Discount;TX09469;14/1/2025;Cap;Bad Birdie Cap;Bad Birdie;L;Navy;4;141.53;566.12;Debit Card;Yes;Michael Mccarthy
Jennifer Gibson;South Michael;Midwest;WI;Golf Discount;TX09470;18/2/2024;Cap;Bad Birdie Cap;Bad Birdie;S;Gray;4;92.81;371.24;Debit Card;Yes;Miranda Wright
Amy Dillon;Turnerfurt;Midwest;IA;PGA Tour Superstore;TX09471;16/9/2024;Cap;Bad Birdie Cap;Bad Birdie;L;Black;2;104.14;208.28;Cash;No;Michael Olson
Wendy Dixon;South Kimberlyfort;South;MD;Bad Birdie;TX09472;5/2/2025;Dress;Puma Dress;Puma;S;Beige;1;120.16;120.16;Cash;No;James Castillo
Katherine Ross;Johnsonborough;West;WA;2nd Swing Golf;TX09473;9/11/2023;Dress;Under Armour Dress;Under Armour;L;Blue;3;99.61;298.83;PayPal;Yes;Alan Walker
Darrell Lopez;Lake Christopherstad;South;VA;Dick's Sporting Goods;TX09474;4/9/2024;Pants;Ashworth Pants;Ashworth;XL;Beige;2;129.28;258.56;Credit Card;Yes;Jose Pope
David Harris;North Laura;South;AR;Original Penguin;TX09475;16/12/2024;Shorts;Bad Birdie Shorts;Bad Birdie;XL;Navy;3;40.92;122.76;PayPal;Yes;Gina Lynch
Caitlin Chen;Randyville;South;DC;Roger Dunn Golf Shops;TX09476;1/11/2024;Visor;Under Armour Visor;Under Armour;XS;Red;3;68.06;204.18;Debit Card;Yes;Holly Williams
Dana Park;East Meganshire;West;UT;2nd Swing Golf;TX09477;22/7/2025;Shorts;Peter Millar Shorts;Peter Millar;XL;Beige;3;70.71;212.13;Gift Card;Yes;James Hodges
Gina Smith;New Andrew;Northeast;CT;Worldwide Golf Shops;TX09478;15/4/2024;Dress;Nike Dress;Nike;S;Blue;3;39.35;118.05;Credit Card;No;Shawn Pearson
Jon Martin;Hannahtown;West;AZ;Original Penguin;TX09479;23/2/2025;Polo;Original Penguin Polo;Original Penguin;S;Black;1;50.27;50.27;Debit Card;No;Kathleen Williams
Heather Johnson;Melissabury;South;VA;Ashworth;TX09480;21/9/2024;Polo;Bad Birdie Polo;Bad Birdie;S;Green;3;100.63;301.89;Cash;No;Bryan Luna
Robert Harrison;North Jayberg;South;DE;Roger Dunn Golf Shops;TX09481;22/4/2025;Jacket;Peter Millar Jacket;Peter Millar;L;White;1;143.95;143.95;Cash;Yes;Laura Clements
Richard Hartman;North Cesarchester;South;MS;Golf Apparel Shop;TX09482;2/4/2024;Jacket;Puma Jacket;Puma;XL;Beige;3;115.95;347.85;PayPal;No;Katherine Norton
Carl Warner;East Tonyaside;West;UT;Ashworth;TX09483;3/9/2025;Visor;Puma Visor;Puma;L;Green;1;56.4;56.4;Debit Card;No;Valerie Newman
Ruth Harris;Port Melody;Midwest;NE;Peter Millar;TX09484;23/7/2024;Polo;Adidas Polo;Adidas;XL;Black;1;35.14;35.14;Debit Card;Yes;Tyler Brown
William Hutchinson;West Mindyside;Northeast;MA;Worldwide Golf Shops;TX09485;27/6/2025;Pants;Nike Pants;Nike;L;Pink;3;139.35;418.05;Cash;No;Shannon Lopez
Adam Moore;Courtneyborough;West;CA;PGA Tour Superstore;TX09486;21/7/2025;Shorts;Nike Shorts;Nike;M;Black;1;145.79;145.79;Gift Card;Yes;Brian Becker
Dennis Mills;Luisfurt;Midwest;MI;Original Penguin;TX09487;2/9/2025;Shorts;Adidas Shorts;Adidas;S;Red;1;95.05;95.05;PayPal;Yes;Dr. Debra Washington MD
Karen Richards;Port Michellechester;West;MT;PGA Tour Superstore;TX09488;5/5/2024;Shorts;Adidas Shorts;Adidas;S;Red;1;94.11;94.11;Debit Card;Yes;Jared Baldwin
Karen Barnes;Nguyenbury;South;OK;Golf Apparel Shop;TX09489;10/2/2024;Shorts;Peter Millar Shorts;Peter Millar;M;Gray;3;126.74;380.22;Cash;No;Molly Mayer
Matthew Phillips;South Amy;West;NM;Carl's Golfland;TX09490;30/3/2025;Polo;Under Armour Polo;Under Armour;S;Red;3;89.94;269.82;Gift Card;No;Anna Brown
Nicole Levy;Richardbury;Northeast;NY;PGA Tour Superstore;TX09491;30/7/2024;Polo;Nike Polo;Nike;XS;Green;3;74.21;222.63;Gift Card;Yes;Veronica Gray
Emily Vazquez;Port Joanbury;South;FL;Worldwide Golf Shops;TX09492;18/8/2024;Dress;Adidas Dress;Adidas;XXL;Red;1;82.12;82.12;PayPal;Yes;Brian Winters
Logan Thomas;Jessicafurt;West;UT;Original Penguin;TX09493;23/5/2025;Skort;Puma Skort;Puma;M;Gray;1;114.95;114.95;Gift Card;Yes;Jessica Sanchez
Elizabeth Silva;North Natashabury;South;VA;2nd Swing Golf;TX09494;15/7/2025;Polo;Under Armour Polo;Under Armour;XL;Beige;3;31.76;95.28;PayPal;Yes;Sandra Armstrong
Natalie Matthews;West Terri;South;FL;Worldwide Golf Shops;TX09495;17/8/2025;Visor;Nike Visor;Nike;XS;Navy;3;85.49;256.47;Credit Card;Yes;Nicole Moore
Darrell Davis;West Zachary;Midwest;IL;Bad Birdie;TX09496;25/9/2024;Cap;Original Penguin Cap;Original Penguin;L;Green;2;58.27;116.54;PayPal;No;Matthew Bell
Chad Williams;North Territon;South;LA;Dick's Sporting Goods;TX09497;25/5/2024;Visor;Adidas Visor;Adidas;XL;Navy;1;128.26;128.26;Cash;Yes;Nicholas Moore
Andrew Miller;Maryview;Midwest;OH;Golf Galaxy;TX09498;26/4/2025;Skort;Under Armour Skort;Under Armour;M;Beige;3;122.14;366.42;Cash;No;Natalie Fuller
Shannon Atkinson;East Frankton;Northeast;NH;Peter Millar;TX09499;15/5/2025;Shorts;Under Armour Shorts;Under Armour;L;White;2;108.11;216.22;Debit Card;No;James Ross
Tami West;North Kimberlyside;South;SC;Golf Galaxy;TX09500;23/1/2024;Shorts;Adidas Shorts;Adidas;XS;Navy;1;130.07;130.07;Gift Card;Yes;Emily Morgan
Steven Wu;North Stephenside;South;AR;Golf Galaxy;TX09501;12/3/2025;Dress;Nike Dress;Nike;S;Navy;3;89.11;267.33;PayPal;No;Elizabeth Martinez
Jessica Clayton;Lake Barbara;Midwest;IN;Golf Discount;TX09502;10/1/2025;Dress;Ashworth Dress;Ashworth;XS;Navy;2;26.99;53.98;Debit Card;No;Thomas Acosta
Michelle Hughes;Port Amy;Midwest;MI;Original Penguin;TX09503;19/7/2024;Skort;Puma Skort;Puma;M;Black;1;69.05;69.05;Debit Card;No;Mary Sanders
Aaron Gonzalez;East Arthurview;West;MT;PGA Tour Superstore;TX09504;7/5/2025;Shorts;Ashworth Shorts;Ashworth;XXL;Red;1;90.26;90.26;Gift Card;Yes;Andrew Sosa
Tiffany Ford;New Theresahaven;Midwest;IA;Roger Dunn Golf Shops;TX09505;5/11/2024;Dress;Bad Birdie Dress;Bad Birdie;S;Blue;1;36.39;36.39;Credit Card;No;Tiffany Drake
Anthony Mclaughlin;Simpsontown;South;MS;PGA Tour Superstore;TX09506;14/5/2025;Pants;Adidas Pants;Adidas;L;Navy;3;138.03;414.09;Gift Card;No;Jennifer Smith
Heather Jackson;Johnborough;Midwest;IA;Peter Millar;TX09507;30/11/2023;Pants;Nike Pants;Nike;XXL;Black;3;131.6;394.8;Credit Card;No;Joseph Logan
Laurie Mathis;Yoderland;West;NV;Dick's Sporting Goods;TX09508;21/3/2024;Shorts;Puma Shorts;Puma;L;Beige;2;68.23;136.46;Cash;Yes;Susan Brown
Eric Murphy;Davismouth;Midwest;OH;Carl's Golfland;TX09509;1/11/2023;Polo;Adidas Polo;Adidas;L;Gray;2;141.85;283.7;Debit Card;Yes;Tina Strickland
Nicole Page;West Michelle;Midwest;IL;Golf Galaxy;TX09510;22/12/2023;Shorts;Nike Shorts;Nike;L;Pink;1;46.29;46.29;Cash;No;Pamela Frederick
Xavier Mendez;Charlesmouth;Midwest;IA;Bad Birdie;TX09511;21/4/2024;Jacket;Ashworth Jacket;Ashworth;XL;Blue;1;90.02;90.02;Cash;No;Matthew Hernandez
Diana Jones;North Christopher;West;UT;Dick's Sporting Goods;TX09512;27/12/2023;Dress;Adidas Dress;Adidas;S;Pink;2;56.04;112.08;PayPal;No;Tony Finley
Mary Ryan;New Jack;South;AR;Peter Millar;TX09513;18/8/2024;Skort;Under Armour Skort;Under Armour;XL;Navy;1;52.52;52.52;Cash;No;Cody Howard
John Young;Anthonyburgh;South;LA;Carl's Golfland;TX09514;18/10/2024;Cap;Ashworth Cap;Ashworth;XL;Blue;2;64.57;129.14;PayPal;No;Rachel Torres
Jamie Wright;Port Ashleyport;South;MD;Golf Galaxy;TX09515;27/1/2024;Visor;Peter Millar Visor;Peter Millar;XXL;Red;2;141.16;282.32;PayPal;No;Christian Crawford
Deborah Hardin;Walkerport;West;CO;Golf Apparel Shop;TX09516;26/5/2025;Polo;Bad Birdie Polo;Bad Birdie;L;Beige;3;72.25;216.75;Credit Card;No;Lisa Brown
Brianna Velez;Port Andrewfort;West;CO;Golf Apparel Shop;TX09517;28/8/2024;Jacket;Nike Jacket;Nike;L;Red;2;142.78;285.56;Cash;Yes;Jeffrey Hubbard
Olivia Acosta;Wrightside;South;WV;Dick's Sporting Goods;TX09518;19/7/2024;Shorts;Puma Shorts;Puma;S;Beige;3;58.66;175.98;Credit Card;Yes;Matthew Hall
Charles Johnson;Sheppardview;South;AL;Bad Birdie;TX09519;18/5/2025;Jacket;Nike Jacket;Nike;XXL;Green;3;136.76;410.28;PayPal;No;Steven James
Suzanne Maldonado;North Susanville;West;WA;Dick's Sporting Goods;TX09520;6/10/2024;Polo;Puma Polo;Puma;M;Pink;3;47.6;142.8;Debit Card;Yes;Todd Mitchell
Tammy Thomas;Pamelabury;Midwest;IL;2nd Swing Golf;TX09521;12/12/2023;Jacket;Peter Millar Jacket;Peter Millar;L;Beige;1;85.32;85.32;PayPal;No;Nicole Fletcher
Richard Mcguire;East Lindsey;Midwest;WI;Worldwide Golf Shops;TX09522;31/10/2024;Jacket;Adidas Jacket;Adidas;M;Pink;2;63.7;127.4;Credit Card;Yes;Michelle Harris
Brian Silva;Murrayberg;Midwest;MN;Golf Discount;TX09523;23/12/2023;Jacket;Bad Birdie Jacket;Bad Birdie;XXL;Black;3;139.82;419.46;PayPal;Yes;Leah Underwood
Jordan Cross;Christophertown;Midwest;KS;Roger Dunn Golf Shops;TX09524;12/6/2024;Cap;Under Armour Cap;Under Armour;XXL;Green;4;133.52;534.08;Cash;No;Mark Munoz
Eric Cortez;Williamsfort;Midwest;KS;Bad Birdie;TX09525;12/2/2024;Visor;Ashworth Visor;Ashworth;XL;Red;3;53.8;161.4;Cash;Yes;Grace Page
Melissa Gentry;South Jillborough;West;AK;Roger Dunn Golf Shops;TX09526;26/9/2024;Skort;Adidas Skort;Adidas;XL;Navy;1;130.07;130.07;Gift Card;Yes;Christopher Lynch
Christopher Craig;East Nathan;Midwest;ND;Golf Apparel Shop;TX09527;10/11/2023;Jacket;Nike Jacket;Nike;L;Black;3;79.79;239.37;Gift Card;No;Karen Cooper
Mark Tucker;East Cynthia;Midwest;MO;Roger Dunn Golf Shops;TX09528;26/1/2025;Dress;Nike Dress;Nike;L;White;3;131.64;394.92;Gift Card;Yes;Joshua Wilson
Bridget Lewis;Blanchardside;Midwest;ND;Golf Discount;TX09529;17/1/2025;Shorts;Under Armour Shorts;Under Armour;S;Gray;3;124.97;374.91;Credit Card;Yes;Amy Evans
Randy Munoz;Woodstad;South;KY;Bad Birdie;TX09530;16/7/2025;Shorts;Under Armour Shorts;Under Armour;XXL;Blue;3;119.69;359.07;Gift Card;Yes;Alan Greer
James Wright;North Elizabeth;West;MT;Golf Apparel Shop;TX09531;18/11/2023;Jacket;Peter Millar Jacket;Peter Millar;S;Navy;2;87.07;174.14;Cash;No;Daniel Parker
Victoria Manning;South Andrea;Northeast;PA;2nd Swing Golf;TX09532;1/9/2025;Jacket;Nike Jacket;Nike;S;Gray;1;138.6;138.6;Credit Card;No;Donald Johnson
Stephanie Lopez;Randychester;Midwest;IL;Roger Dunn Golf Shops;TX09533;10/12/2023;Visor;Bad Birdie Visor;Bad Birdie;L;Red;3;98.74;296.22;PayPal;Yes;Tiffany Howard
Denise Daniels;East Collin;Midwest;KS;Ashworth;TX09534;19/1/2025;Visor;Peter Millar Visor;Peter Millar;L;Green;2;65.92;131.84;Credit Card;Yes;Alan Gallagher
Cameron Taylor;Leefort;West;NV;Peter Millar;TX09535;2/11/2023;Jacket;Ashworth Jacket;Ashworth;M;Red;2;56.43;112.86;Cash;Yes;Pamela Rodriguez
Sarah Mitchell;West Garyton;Midwest;MN;Worldwide Golf Shops;TX09536;29/1/2024;Pants;Original Penguin Pants;Original Penguin;XL;Black;2;111.49;222.98;Credit Card;Yes;Christina Barron
Alicia Perkins;West Karen;South;OK;Peter Millar;TX09537;12/12/2024;Cap;Ashworth Cap;Ashworth;S;Red;4;83.68;334.72;Cash;Yes;Mary Chambers
Timothy Richards;Welchfurt;South;LA;PGA Tour Superstore;TX09538;3/2/2025;Shorts;Original Penguin Shorts;Original Penguin;S;Gray;1;31.91;31.91;Debit Card;No;Kenneth Nash
Lisa White;Port Katie;South;FL;2nd Swing Golf;TX09539;13/8/2024;Dress;Bad Birdie Dress;Bad Birdie;XL;Gray;1;78.87;78.87;PayPal;Yes;Andrea Harrington
Jessica Schaefer;Benitezside;Midwest;KS;Roger Dunn Golf Shops;TX09540;24/12/2023;Skort;Ashworth Skort;Ashworth;XS;Gray;2;136.65;273.3;Debit Card;Yes;Jennifer Leach
Laura Walker;Lewisfort;Northeast;MA;Golf Apparel Shop;TX09541;28/9/2023;Cap;Adidas Cap;Adidas;XXL;Navy;4;76.5;306.32;Gift Card;No;Nancy Anderson
Anthony Maldonado;West Timothy;Midwest;KS;Dick's Sporting Goods;TX09542;29/7/2024;Jacket;Peter Millar Jacket;Peter Millar;XS;Gray;3;52.06;156.18;Debit Card;Yes;Michael Freeman
Denise Delgado;North Lynnmouth;Midwest;NE;Worldwide Golf Shops;TX09543;15/11/2024;Skort;Under Armour Skort;Under Armour;S;Beige;3;44.33;132.99;Cash;No;Jonathan Stevenson
Pamela Webb;East Jameston;South;MD;Roger Dunn Golf Shops;TX09544;18/5/2024;Cap;Bad Birdie Cap;Bad Birdie;XXL;Blue;3;113.27;339.81;Gift Card;Yes;Stacy Jones
Dustin Wall;Tracyberg;South;OK;Golf Discount;TX09545;23/2/2025;Dress;Under Armour Dress;Under Armour;XXL;Red;3;60.01;180.03;Cash;Yes;Julia Martinez
Dr. Patricia Leonard;Potterport;West;MT;2nd Swing Golf;TX09546;28/5/2025;Pants;Adidas Pants;Adidas;M;Beige;1;134.68;134.68;PayPal;No;Justin King
Mariah Murphy;East Michellehaven;South;LA;Dick's Sporting Goods;TX09547;18/9/2024;Cap;Under Armour Cap;Under Armour;L;Blue;4;83.21;332.84;PayPal;No;Ashley Ray
Michael Burgess;Juanmouth;Midwest;WI;2nd Swing Golf;TX09548;6/9/2024;Shorts;Under Armour Shorts;Under Armour;XS;Pink;3;148.45;445.35;Debit Card;Yes;Melissa Obrien
Mikayla Kim;East Jamie;South;LA;2nd Swing Golf;TX09549;3/2/2025;Skort;Bad Birdie Skort;Bad Birdie;XS;Green;1;46.47;46.47;Cash;No;Katrina Mata
Jeffery Stewart;East Billyberg;Midwest;MN;Golf Discount;TX09550;6/10/2023;Cap;Under Armour Cap;Under Armour;M;White;4;117.51;470.04;Credit Card;No;Kimberly Pena
Jennifer Walker;Woodton;West;NV;Ashworth;TX09551;30/8/2025;Pants;Under Armour Pants;Under Armour;S;Red;3;60.86;182.58;Cash;Yes;Cody Buchanan
Mary Brown;Lake Jeffrey;Midwest;MO;Roger Dunn Golf Shops;TX09552;31/3/2024;Skort;Adidas Skort;Adidas;XL;Navy;2;111.74;223.48;Gift Card;Yes;Savannah James
Victor Hart;Mindybury;South;MD;Ashworth;TX09553;12/1/2024;Shorts;Adidas Shorts;Adidas;L;Green;2;102.42;204.84;PayPal;No;Jamie Beck
Kayla Wells;Lake Julieborough;South;MS;Carl's Golfland;TX09554;24/11/2024;Shorts;Adidas Shorts;Adidas;XS;Navy;1;96.63;96.63;Credit Card;No;Jordan Lee
Elizabeth Thomas;Scottmouth;Midwest;MI;Original Penguin;TX09555;8/9/2024;Polo;Nike Polo;Nike;XS;White;1;99.92;99.92;Cash;Yes;Heather Huang
Russell Mckinney DVM;Scottburgh;South;WV;Worldwide Golf Shops;TX09556;11/7/2025;Shorts;Nike Shorts;Nike;XL;Green;2;72.63;145.26;Cash;No;Suzanne Taylor
Christopher Taylor;West Tina;Northeast;NJ;Golf Discount;TX09557;21/7/2024;Jacket;Nike Jacket;Nike;M;Pink;1;113.71;113.71;Debit Card;No;Laura Mosley
Mark Mcdaniel;Robinsonshire;South;LA;Golf Galaxy;TX09558;20/1/2025;Dress;Adidas Dress;Adidas;XS;Pink;2;50.61;101.22;Gift Card;No;Jeffery Meyers
Michael Brown;Brownburgh;West;NM;Roger Dunn Golf Shops;TX09559;5/6/2024;Jacket;Nike Jacket;Nike;L;Gray;2;35.05;70.1;PayPal;No;Charles Lopez
Monica Nunez;West Frank;West;WY;Original Penguin;TX09560;22/10/2023;Pants;Adidas Pants;Adidas;L;Gray;2;139.84;279.68;Gift Card;No;Jason Taylor Jr.
Virginia Gonzalez;Gregoryview;South;DC;Carl's Golfland;TX09561;16/1/2024;Pants;Adidas Pants;Adidas;XS;Beige;3;112.81;338.43;Gift Card;Yes;Joel Davis
Brian Martin;East Feliciastad;West;UT;Peter Millar;TX09562;9/11/2023;Visor;Puma Visor;Puma;XL;Red;1;82.23;82.23;Cash;No;Elizabeth Nicholson
Judy Hernandez;Brandiburgh;Midwest;ND;Golf Galaxy;TX09563;20/1/2025;Skort;Nike Skort;Nike;XXL;Green;2;25.12;50.24;PayPal;No;Wayne Gonzalez
Scott Carson;West Karenborough;Midwest;IN;Original Penguin;TX09564;13/5/2025;Dress;Under Armour Dress;Under Armour;M;Blue;3;53.48;160.44;Cash;Yes;Alexis Collins
Gary Weber;Lisaland;South;DC;PGA Tour Superstore;TX09565;16/10/2023;Polo;Original Penguin Polo;Original Penguin;XS;Blue;2;111.78;223.56;Gift Card;Yes;David Hill
Jennifer Turner;Yorkfurt;West;NV;PGA Tour Superstore;TX09566;7/12/2023;Cap;Adidas Cap;Adidas;XL;Blue;3;122.86;368.58;PayPal;No;Bernard Cox
Christopher Fuentes;East Holly;South;DC;Original Penguin;TX09567;9/1/2025;Dress;Ashworth Dress;Ashworth;L;Black;1;84.08;84.08;Gift Card;Yes;Seth Adams
Laura Snow;Terriborough;Midwest;MO;Ashworth;TX09568;24/7/2024;Jacket;Peter Millar Jacket;Peter Millar;M;Black;1;81.74;81.74;PayPal;No;Mark Ford
James Cochran;East Amanda;West;CO;Original Penguin;TX09569;12/3/2025;Jacket;Original Penguin Jacket;Original Penguin;XS;Navy;2;109.79;219.58;Gift Card;Yes;Emily Walker
Julie Lozano;New Kathleenside;West;UT;Peter Millar;TX09570;4/5/2025;Shorts;Adidas Shorts;Adidas;M;Gray;2;41.23;82.46;Gift Card;Yes;Michael Hughes
Stephanie Griffith;Torreschester;West;UT;Roger Dunn Golf Shops;TX09571;12/10/2023;Shorts;Nike Shorts;Nike;S;Black;3;125.28;375.84;Gift Card;No;Darren Reyes
Lindsey Kemp;Josephberg;West;AK;Dick's Sporting Goods;TX09572;25/6/2025;Pants;Original Penguin Pants;Original Penguin;M;Navy;2;146.03;292.06;PayPal;Yes;Stacey Perez
Frederick Miller;South Eric;South;AR;Peter Millar;TX09573;28/10/2024;Visor;Peter Millar Visor;Peter Millar;XL;Beige;3;111.79;335.37;Debit Card;Yes;Elizabeth Leonard
Philip Schultz;Brownchester;South;OK;Golf Apparel Shop;TX09574;3/10/2023;Cap;Bad Birdie Cap;Bad Birdie;L;Navy;3;39.03;117.09;PayPal;Yes;Shelby Griffin
Cynthia Mcdowell;Port Paulafurt;West;WA;Golf Apparel Shop;TX09575;13/5/2025;Pants;Ashworth Pants;Ashworth;L;Blue;2;119.26;238.52;Gift Card;Yes;Ashley Carter
Kathleen Pena;Whitneyside;South;MD;PGA Tour Superstore;TX09576;11/7/2025;Jacket;Original Penguin Jacket;Original Penguin;XL;Black;2;50.76;101.52;Gift Card;Yes;Miss Melanie Johnson
Julian Mcconnell;Martinezhaven;West;CO;Peter Millar;TX09577;13/8/2025;Shorts;Adidas Shorts;Adidas;XS;Beige;2;46.49;92.98;Debit Card;Yes;Joshua Davis
Michael Simmons;South Williamfurt;West;UT;Ashworth;TX09578;25/12/2024;Pants;Adidas Pants;Adidas;XXL;Beige;1;113.97;113.97;Debit Card;No;Larry Delacruz
David Miller;Lake Kimberlymouth;South;TX;PGA Tour Superstore;TX09579;2/12/2024;Skort;Nike Skort;Nike;L;Pink;2;106.43;212.86;PayPal;No;Ashley Mcbride
Ashley Johnson;Riveraland;South;TX;Golf Galaxy;TX09580;28/7/2024;Dress;Under Armour Dress;Under Armour;S;Beige;3;129.27;387.81;PayPal;Yes;Heidi Harrington
Krystal Lynch;Markview;Northeast;NY;Dick's Sporting Goods;TX09581;20/10/2023;Cap;Bad Birdie Cap;Bad Birdie;S;Navy;2;70.89;141.78;Credit Card;No;Kristen Rowe
Cory Dougherty;South Jessicafurt;Northeast;NY;Ashworth;TX09582;22/1/2025;Shorts;Under Armour Shorts;Under Armour;S;Gray;3;86.56;259.68;Gift Card;No;Michael Davis
Duane Hall;New Patricia;South;FL;PGA Tour Superstore;TX09583;25/11/2024;Jacket;Ashworth Jacket;Ashworth;XXL;Red;1;113.17;113.17;Debit Card;No;Donna Clayton
Alyssa Adams;Karenside;West;NV;Original Penguin;TX09584;9/10/2024;Cap;Original Penguin Cap;Original Penguin;XL;Green;2;42.69;85.38;PayPal;No;Kimberly Kennedy
Samantha Thompson;East Johntown;South;DE;Worldwide Golf Shops;TX09585;10/11/2024;Visor;Original Penguin Visor;Original Penguin;M;Black;1;25.77;25.77;Gift Card;Yes;Robert Simpson
Elizabeth Jimenez;West Kelli;West;OR;Golf Discount;TX09586;23/8/2025;Skort;Under Armour Skort;Under Armour;XL;Gray;1;95.72;95.72;Credit Card;No;Maria Harmon
Erica Miller;Johnton;Northeast;MA;Ashworth;TX09587;6/6/2024;Shorts;Under Armour Shorts;Under Armour;L;Beige;1;92.45;92.45;PayPal;No;Shawn Glover
Roger Smith;Yolandaview;West;MT;Original Penguin;TX09588;11/11/2024;Skort;Peter Millar Skort;Peter Millar;M;White;2;106.3;212.6;Cash;No;Laura Gould
Allen Patel;South Christopher;West;NV;Peter Millar;TX09589;7/5/2025;Jacket;Ashworth Jacket;Ashworth;XS;Gray;3;39.44;118.32;Cash;Yes;Maria Rivera
Vincent Thompson;North Brittanystad;South;TX;Golf Discount;TX09590;6/3/2025;Pants;Adidas Pants;Adidas;S;Navy;2;106.39;212.78;Debit Card;Yes;Mary Hudson
Richard Romero;Kimberlystad;Midwest;SD;Dick's Sporting Goods;TX09591;11/4/2024;Cap;Under Armour Cap;Under Armour;XXL;Red;3;94.81;284.43;Debit Card;Yes;Kristen Green
Heather Robinson;Johnfort;West;WY;Original Penguin;TX09592;26/11/2024;Cap;Ashworth Cap;Ashworth;M;Red;3;65.74;197.22;Debit Card;Yes;Anthony Jones
Allen Brown;Stephanieside;West;HI;Golf Galaxy;TX09593;14/5/2024;Skort;Puma Skort;Puma;S;White;2;86.21;172.42;Debit Card;No;Amber Black
Philip Gonzales;Markmouth;Northeast;NH;Original Penguin;TX09594;11/9/2024;Dress;Nike Dress;Nike;S;White;2;38.97;77.94;Cash;No;Elizabeth Shaw
Barry Gray;East Benjamin;South;LA;Golf Galaxy;TX09595;3/6/2024;Pants;Nike Pants;Nike;XS;Pink;2;106.36;212.72;Credit Card;Yes;Jennifer Martin
Nicolas Shelton;Blakefort;West;MT;Peter Millar;TX09596;13/2/2024;Shorts;Adidas Shorts;Adidas;XXL;Navy;2;42.46;84.92;Cash;No;Gabrielle Rodriguez
Heather West;Austinborough;West;WA;Golf Discount;TX09597;13/8/2025;Jacket;Peter Millar Jacket;Peter Millar;S;Blue;3;118.64;355.92;Debit Card;No;Natasha Davis
Savannah Sanchez;Port Jackbury;South;TN;Golf Discount;TX09598;14/2/2024;Skort;Puma Skort;Puma;XXL;White;1;145.05;145.05;Gift Card;Yes;Tyler Jackson
Lori Dixon MD;North Kendra;Northeast;NY;Golf Apparel Shop;TX09599;23/12/2023;Dress;Peter Millar Dress;Peter Millar;XS;Black;1;75.36;75.36;Gift Card;No;Andrea Castro
Mason Anderson;Lake Gary;West;CO;Worldwide Golf Shops;TX09600;19/12/2024;Pants;Bad Birdie Pants;Bad Birdie;M;Green;1;27.42;27.42;Debit Card;No;Alyssa Lindsey
Samuel Larson;Tamaraside;South;OK;Golf Galaxy;TX09601;14/9/2024;Skort;Under Armour Skort;Under Armour;M;Navy;2;63.07;126.14;PayPal;Yes;Hunter Johnson
Vanessa Ball;West Erikshire;Northeast;NH;Golf Discount;TX09602;23/5/2025;Shorts;Bad Birdie Shorts;Bad Birdie;XL;Navy;1;68.81;68.81;PayPal;No;Erin Mcguire
Linda Welch;Lindaville;South;LA;Peter Millar;TX09603;24/8/2024;Pants;Under Armour Pants;Under Armour;XS;Black;1;57.55;57.55;PayPal;No;Shane Roberts
Thomas Hale;Kellyfurt;Northeast;VT;Golf Discount;TX09604;14/9/2024;Pants;Peter Millar Pants;Peter Millar;M;Green;1;131.79;131.79;Cash;Yes;Lucas Stokes
Tiffany Donaldson;South Andrew;South;WV;Bad Birdie;TX09605;2/1/2024;Polo;Original Penguin Polo;Original Penguin;XXL;Beige;1;33.41;33.41;Debit Card;Yes;Jacqueline Hamilton
Christina Pugh;South Georgeland;Midwest;IN;Bad Birdie;TX09606;28/6/2025;Skort;Original Penguin Skort;Original Penguin;XXL;Navy;2;98.72;197.44;PayPal;Yes;Kendra Murray
Stephanie Dean;North Deborahberg;South;DE;Peter Millar;TX09607;20/8/2024;Pants;Puma Pants;Puma;S;White;2;90.43;180.86;Debit Card;No;Michael Dominguez
Shawn Roberts;Aaronland;Midwest;IN;Ashworth;TX09608;6/3/2024;Jacket;Nike Jacket;Nike;M;Beige;1;119.59;119.59;Cash;No;Kyle Tran
Marissa Gregory;North Stephanie;West;NV;Roger Dunn Golf Shops;TX09609;4/10/2024;Shorts;Puma Shorts;Puma;XXL;Blue;2;97.32;194.64;Gift Card;Yes;Michele Walsh
Robert Phillips;Jasonbury;West;CA;Golf Galaxy;TX09610;10/5/2024;Dress;Original Penguin Dress;Original Penguin;S;White;1;94.97;94.97;Credit Card;Yes;Robert Chase
Kimberly Wells;Thompsonmouth;Northeast;ME;2nd Swing Golf;TX09611;14/10/2024;Visor;Puma Visor;Puma;L;Beige;1;39.9;39.9;PayPal;No;Teresa Jacobson
Nicholas Boyd;Christopherchester;South;AL;Original Penguin;TX09612;12/7/2025;Skort;Puma Skort;Puma;XL;White;2;73.07;146.14;Debit Card;No;Natalie Evans
Helen Dennis;Angelashire;South;VA;Original Penguin;TX09613;24/2/2024;Visor;Nike Visor;Nike;M;Red;1;61.83;61.83;PayPal;Yes;Thomas Adams
Tanya Jones;Christopherfort;South;GA;Dick's Sporting Goods;TX09614;9/4/2024;Jacket;Nike Jacket;Nike;S;Pink;2;35.21;70.42;Debit Card;No;Timothy Moore
